PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12
-0.0033377243936941947,-2.0639976994863436,0.6875300698005137,0.3889285047213968,0.04867780754280587,-0.02842042790343374,-0.040604099153463316,0.2204819283556814,-0.06148368561805202,-0.2660731081715954,-0.9314581879070968,0.09816064481526393
3.19707533528709,0.18427798321398267,-0.7341381803864374,-0.9769885293796696,0.08535811218211754,0.09167264999040733,-0.06253907661655275,1.3215125986517082,0.32657072643619994,-0.20278271988529872,-0.12051676983876952,1.1556276708458697
-2.099861222826546,1.7464288330704751,-0.2093795362036915,1.5046049357412212,0.05078329162145329,0.10687288633056004,-0.016388047681001033,-0.20499785875856133,-0.3132631305934823,-0.5409282859815236,0.3938248474701001,-0.3756815337331635
0.6532228378287671,0.051569113425593754,-0.21013466548260662,1.752964627446789,0.18722265279153294,0.1608872621420119,-0.09345635031294153,0.326460748485796,0.6534513913172615,0.38561494016947834,-0.42599925453516974,0.25586053712284795
0.36585329029286967,-0.08640592192581094,0.529222009906057,2.0868377586972775,0.1285469128821982,0.09407147398742281,-0.09338774809989485,-0.19430664118498947,0.26348643503404273,-0.08391311457347345,0.398776600563443,0.9795737237836795
0.07389658038928568,0.5772208834764493,2.1642213743738328,-0.41368964101508804,-0.12163046995161478,-0.19182016001006136,-0.08093327905226115,-0.5626586369972606,-0.5701203974798513,0.36939700005547327,0.22701745493549774,0.6250519016395975
-4.359610146438726,1.5383218504297818,-1.5486779735213878,-0.7221754148288039,0.2079629612779663,0.18110200001438864,0.014370857353611802,1.0486687740515148,1.3099576996143134,1.729232565589811,0.7089288352357849,0.02245712176763518
-0.4471942560472358,0.250719722151051,1.7485100768007598,-0.4960164417833792,-0.19666045126603052,-0.202785224773591,-0.02635294551044387,-0.41851017181900246,-1.4715951050042417,0.05820849132915837,0.26010607161178345,0.4494542289519169
-0.5122041510313342,-0.23826946803926496,0.33343651083525244,1.2498835927126952,0.08818484089962617,0.05791549250189921,-0.05389573917134643,0.0539961537129158,0.057130139547250346,-0.20635672528460308,-0.4908217933180787,0.46804152202203286
-0.7430324076982302,-0.6697255928386857,-0.2328040229678192,1.8050840095786689,0.2564234979323194,0.16147903076708472,-0.12155172497825936,0.17555941441261033,0.6245541748841993,-0.31420686377464335,-0.7506588285308845,0.34956000994431724
-0.30592224978121446,0.671209224726629,2.2536206612719254,-0.684775714340344,-0.1897738194502568,-0.23606735524167924,-0.05875901091768304,-0.6830077220530885,-1.0265504145352982,0.09731588658922491,0.45004940377442265,0.5083294600820992
-0.7843446538966474,0.24752825262668482,0.035490993169307636,1.7452815003620636,0.1680319121573564,0.11993171480760043,-0.0910769993221545,0.01145038307116034,0.2829688781450544,-0.04100611247443681,-0.2928801021455868,0.4958122948178842
-1.996733375354206,1.1570615946825638,0.3728682568186171,0.12387681618000089,-0.042646582241663414,-0.017120190016239857,0.006796728887692055,0.0002912554363054778,-0.2783536628719775,0.44875891309730553,0.1878992222207558,0.43455216114760403
-1.4618433690298571,0.03818925676966157,0.6211033279833208,-0.26940298847584615,-0.020960771300872615,-0.06513402113343117,-0.034926263667058116,0.12712829293512554,-0.6540644376232665,0.18552570441493568,-0.693837737060829,0.0361104655761028
2.6659059904495606,-0.19973438221027964,1.14386868021006,0.5049435256444335,0.03975697482182906,-0.03004542617565349,-0.12746253448782838,0.14021055196945226,-0.051032354313987525,1.165244727387383,0.4720852619493754,0.12031868927457129
0.9515561980704934,1.2643627451363837,1.2431182533348792,-0.8722768593260062,-0.0838471760194675,-0.1264173002594098,-0.09068640792612895,0.00548922983918943,-0.6220024037606643,0.20228069949248043,-0.10189027081540951,0.684666440566434
3.2235507036034265,-0.3185096849574621,-1.1204312966415937,-0.4643028382043116,-0.47375558892878017,-0.24041931686775425,0.3896553095905604,-1.8279106676779076,-0.05724487603629069,0.8169162419316301,-0.08746124716099217,0.4216877196141234
